15.0399,11.571,18.8278,16.5525,15.5641,15.6973,13.0633,11.3913,12.8869,13.3618,17.1202,12.724,16.5852,17.2254,14.3728,15.679,14.9672,14.9389,
14.464,12.3885,18.9148,15.5563,15.0243,16.539,12.1177,11.0658,11.9273,13.0804,17.3856,11.7599,17.1529,16.4021,14.3354,14.6797,15.0153,15.9378,
13.4787,12.5594,18.272,14.7903,14.0473,16.7525,12.5556,11.9648,12.406,13.9584,16.8904,10.8911,16.9721,15.4186,13.6023,13.9996,14.343,16.678,
12.5548,12.1769,18.1849,15.7865,13.1466,16.3181,12.2296,12.9102,12.1237,14.9177,15.9259,10.627,16.1488,14.8509,13.6397,14.9989,13.3542,16.8275,
12.9373,13.1008,18.2668,16.7831,13.4762,17.2622,11.3307,13.3482,11.2457,15.3964,15.0572,11.1223,16.3296,15.8345,14.372,15.6799,12.3813,16.5963,
12.5545,14.0246,18.7753,17.6441,14.3357,17.7734,10.3751,13.0536,10.2701,15.1771,14.0926,10.8583,15.7619,16.6577,14.4082,16.6793,11.5294,17.12,
11.6306,14.4074,19.7434,17.8947,15.3049,17.5271,10.8413,13.9382,9.42514,15.712,13.224,11.3537,14.7784,16.8385,15.1401,17.3607,10.5354,17.0108,
10.6792,14.0995,20.6052,17.3874,15.8161,16.6677,10.5455,14.8935,8.42629,15.664,12.2592,11.0905,13.9551,16.2708,15.176,18.36,9.74406,17.6223,
11.1334,14.9904,20.8558,16.4193,15.5698,15.6985,9.66106,15.3602,7.6861,16.3364,12.7544,11.9593,14.1358,17.2543,15.908,19.0414,8.78513,17.9059,
10.8246,15.9416,20.3445,15.5598,14.7104,15.1873,8.66946,15.2309,6.80914,16.817,12.4902,12.9237,13.5682,18.0776,16.9073,19.0056,7.79285,17.7819,
11.2789,16.8325,19.3753,15.3137,14.9566,16.1565,7.8769,15.8407,6.52885,17.7769,11.6214,13.4189,12.5846,18.2583,17.5887,18.2737,7.00356,18.396,
10.9702,17.7836,18.5158,15.8249,14.5436,17.0672,6.90709,16.0846,7.00941,18.6539,10.6532,13.1686,11.7614,17.6906,17.6247,19.273,6.01127,18.272,
11.4245,18.6745,17.5465,15.5793,13.6075,17.4191,5.91645,16.221,7.74485,19.3315,11.1593,14.031,10.7778,17.8714,18.3563,19.9547,5.22199,18.8861,
12.375,18.9849,16.6874,16.0911,12.6851,17.0329,5.31249,17.0181,7.78723,20.3306,10.9074,14.9988,9.95457,17.3037,19.3557,19.9193,4.2297,18.7622,
13.2667,18.5323,15.7177,15.8467,11.7598,17.412,5.44899,18.0087,8.52366,21.0071,11.4135,15.8612,8.97104,17.4845,20.0374,19.1876,3.61566,17.9729,
13.5783,17.5821,14.8592,16.3597,10.8177,17.0766,6.44772,18.0592,8.58287,22.0053,11.1616,16.829,8.14777,16.9168,19.038,19.223,3.73957,16.9806,
13.1267,16.6899,13.8863,16.1286,9.9144,17.5056,7.11819,18.8012,9.3306,22.6693,11.6677,17.6914,7.96702,15.9333,18.1436,19.6703,4.52884,16.3665,
12.1765,16.3783,13.0346,16.6527,8.91468,17.5293,7.07647,19.8003,9.44916,23.6623,11.4158,18.6592,7.14375,15.3657,17.1926,19.3611,5.52113,16.4905,
11.2842,16.8297,12.0526,16.4636,8.10321,18.1136,7.75347,20.5363,10.2351,24.2805,11.9221,19.5216,6.16022,15.5464,16.3015,19.8149,6.13517,17.2797,
10.2995,16.6555,11.2231,17.022,7.94263,19.1007,7.75079,21.5363,11.2281,24.162,12.8895,19.7748,5.5926,16.3697,15.3458,19.5206,6.1499,18.2796,
9.47701,17.2243,10.2246,16.9675,8.52702,19.9121,8.456,22.2453,11.8463,23.376,13.7526,19.2697,5.77339,17.3532,14.4619,19.9883,6.86735,18.9762,
8.491,17.3909,9.44616,17.5953,8.40263,20.9044,8.53187,23.2424,12.8393,23.2575,14.0057,18.3023,6.59668,17.9208,13.4962,19.7286,6.88703,19.976,
7.50941,17.5819,8.51472,17.9591,9.01629,21.694,9.29059,23.8938,13.4576,22.4715,13.5007,17.4392,7.5802,17.7401,12.6296,20.2276,7.60791,20.6691,
6.53713,17.8158,7.52335,17.8281,8.98145,22.6933,9.47692,24.8763,14.4505,22.353,12.5332,17.186,8.4035,18.3077,11.6443,20.057,7.65399,21.668,
