0,0,0,0,0,2.7415,0,0,0,0,0,3.14336,0,0,0,5.14796,0,0,0,0,4.25831,0,0,0,0,0,0,0,0,0,0,0,3.06587,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11.1655,7.46557,6.93399,7.95407,3.12887,14.3159,10.9275,7.91625,2.04588,13.3322,7.31902,10.1816,7.41616,6.62888,8.20743,7.25206,6.14466,10.3073,5.22519,7.57597,5.48291,8.25201,10.2748,10.2267,7.35717,0,8.54376,4.20408,11.6912,2.51398,3.85577,9.44948,8.82321,8.76688,9.74698,10.741,8.74854,12.8152,0,9.16886,
5.7031,0,6.11924,0,0,0,0,0,5.14326,0,0,6.41766,6.71891,0,7.98543,0,9.88297,0,0,0,3.12923,0,5.64184,10.7721,3.76492,0,2.86106,0,0,0,0,8.84185,0,0,0,7.87823,3.42882,0,7.49234,6.33683,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1.38925,0,0,0,0,0,0,4.69257,0,0,0,4.38261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76723,0,0,0,0,0,0,0,0,0,
7.7174,5.72732,9.99555,5.34407,5.4509,3.48995,0,0,0,0,3.45938,5.81375,5.73153,9.4823,7.39296,0,4.90295,4.26519,6.14606,2.99085,2.84956,3.47074,4.71636,3.06346,0,0,7.43166,4.10292,0,0,6.87967,3.11684,6.3972,0,5.84602,4.85049,5.85489,2.95428,4.20873,3.55239,
0,0,0,0,0,3.15077,4.95694,0,5.61226,0,0,3.48936,0,0,5.29919,3.63925,2.12115,3.29537,0,0,8.80377,6.90484,3.75898,0,0,5.52628,0,0,3.03283,0,0,0,0,4.18996,5.40407,0,4.10729,3.71714,8.64197,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87727,0,0,0,0,
0,0,2.80211,0,3.91207,0,6.43751,0,0,0,0,2.64353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1.84504,0,0,0,0,0,0,0,0,0,1.76671,0,0,0,0,0,0,0,0,0,0,3.01749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3.38042,0,0,0,0,0,0,0,0,0,0,0,2.96242,2.61477,0,0,0,0,3.84735,0,0,0,0,0,2.76563,0,3.11844,0,0,0,0,2.59664,3.78547,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,4.47809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48366,0,0,0,4.92969,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,3.87263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31878,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.31567,0,0,0,0,0,0,2.30776,3.61982,6.23082,0,4.60641,0,2.50823,0,3.77087,0,0,0,0,2.9303,0,0,1.85696,2.05651,0,1.92317,3.57208,3.68197,2.73946,3.34117,0,0,0,0,0,2.57077,2.70036,1.97536,0,
0,3.9735,4.07063,0,0,5.3597,0,4.72953,4.26816,3.21842,3.19411,0,0,0,0,4.23106,0,0,0,5.11269,1.9071,0,3.17183,5.76953,0,3.83862,5.49924,0,4.29729,0,5.759,0,0,0,0,3.01459,4.20804,5.93911,3.75772,5.93911,
5.76742,0,11.0357,5.23114,4.38267,6.95607,3.68647,0,2.57169,8.10676,5.83477,3.19594,5.44181,9.99361,0,6.25013,3.86592,3.67003,0,0,3.13915,8.10676,0,0,3.29405,0,4.29059,0,4.27658,0,0,0,0,0,4.28597,14.503,3.93448,0,0,0,
0,0,0,0,0,0,0,0,0,0,7.11386,0,0,0,0,0,0,0,0,0,0,0,0,4.51886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.957451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,3.30401,0,0,0,0,0,0,3.37041,0,0,0,0,0,0,0,0,0,0,4.15723,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,3.4633,0,0,0,0,0,0,0,0,0,0,3.49597,0,0,0,0,2.89714,0,0,3.44069,1.95272,0,0,0,0,0,0,0,0,0,5.37149,0,
0,0,0,0,0,0,0,0,0,0,0,0,5.74928,0,0,0,6.05058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80301,0,0,7.60137,0,0,
0,0,0,0,0,0,0,0,0,0,4.50299,6.76973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13037,0,0,0,
3.08016,0,9.00728,0,0,0,0,4.79256,0,0,4.68985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0717,0,0,0,0,0,0,
3.79,2.87278,2.88466,2.97998,0,2.6493,3.21598,3.27533,4.36829,3.73513,2.77982,3.34612,3.40641,3.1068,4.10256,0,2.8346,0,0,0,2.49887,0,2.47563,3.33365,4.00447,0,3.05486,3.36148,4.14585,3.43988,3.6123,3.41329,2.66811,2.92482,2.45375,4.5139,3.80121,3.38876,3.14132,3.93288,
