10.7952,13.8069,10.9253,13.598,15.9088,17.0572,12.9485,12.8327,14.1347,14.2224,11.6361,18.7458,
10.0362,14.4581,11.8772,13.9044,16.4826,16.2382,12.2893,13.5847,14.2784,15.212,11.0562,17.9311,
10.1124,13.461,12.3336,14.7942,16.3092,15.2534,12.2238,12.5868,13.4771,14.6139,10.07,17.7651,
9.13289,13.2597,12.0273,15.7461,15.4902,14.6796,11.2256,12.5263,14.4587,14.4233,9.49009,16.9505,
8.29791,13.81,12.4837,16.6358,14.5054,14.853,10.5626,11.7776,13.8993,15.2522,9.65607,15.9643,
8.49922,12.8305,13.4356,16.9422,13.6864,14.2792,11.5608,11.8382,13.7088,14.2705,9.07614,15.1497,
7.94893,11.9955,14.3253,16.4857,13.123,13.453,10.8121,12.5012,12.8799,13.7111,8.30998,15.7923,
8.92846,12.1968,14.6316,15.5338,12.1404,13.2672,10.8727,11.503,13.861,13.518,8.39731,14.7962,
8.09396,12.7478,14.1751,14.644,11.577,12.441,11.5357,12.2517,13.3038,14.3483,7.75466,14.03,
8.29442,11.7681,13.2232,14.3377,10.5944,12.2551,10.5375,12.192,13.1107,13.3672,8.75084,14.1173,
9.12892,11.2171,12.7667,13.448,10.0311,11.4289,9.87384,11.4439,12.2803,12.81,7.98468,14.76,
10.1086,11.4176,11.8148,13.1417,9.04853,11.243,10.8721,11.5036,13.2614,12.6167,8.07202,13.7638,
9.27609,11.9715,12.679,12.6386,8.2223,11.8063,10.124,12.1672,12.7043,13.4471,7.42936,12.9976,
9.47306,10.9911,12.9343,11.6717,8.0364,12.7889,10.1837,11.169,12.511,12.466,8.42554,13.085,
10.0271,11.8236,12.4289,10.8089,7.47307,11.9627,9.43564,11.8326,11.6806,11.9089,7.65939,13.7276,
9.04667,11.6267,11.7411,11.5348,6.4905,11.7768,9.49533,10.8344,12.6617,11.7155,7.74672,12.7314,
9.9785,11.9896,10.7415,11.5618,5.66427,12.3401,10.159,11.5825,12.1047,12.546,7.10406,11.9653,
9.06344,12.3929,10.0537,12.2877,5.49422,13.3255,9.16073,11.5232,11.9113,11.5649,8.10024,12.0526,
9.4253,11.4607,9.05405,12.3147,6.07652,14.1385,9.1794,12.523,11.0808,11.0079,7.33409,12.6953,
10.3404,11.0574,8.32813,11.6269,7.06313,14.3016,8.45921,11.8292,12.0619,10.8143,7.42141,11.6991,
10.7022,10.1252,9.32776,11.5999,7.8761,13.7193,9.45904,11.8105,11.505,11.6449,8.18756,11.0564,
11.1055,11.0402,10.0537,12.2877,8.03921,12.7327,8.76526,12.5307,11.3114,10.6638,9.18374,11.1438,
10.1733,10.6783,11.0533,12.2607,8.85219,12.1504,8.74659,11.5309,12.1437,11.2182,8.41858,11.7876,
11.0852,10.2678,11.7411,11.5348,9.83879,12.3135,9.46678,12.2247,11.1638,11.4176,8.50437,10.7913,
11.4397,9.33277,12.7407,11.5078,9.02582,12.8958,8.46696,12.2438,10.3299,10.8657,9.26954,10.1475,
11.8502,10.2446,13.4285,10.7819,8.86271,13.8824,7.74643,11.5504,11.3098,10.6662,10.2659,10.2333,
10.9151,9.89012,14.4281,10.7549,8.28041,13.0694,8.74625,11.5313,10.758,11.5002,9.50069,10.8771,
11.8187,9.46174,15.1159,10.029,8.44352,12.0828,8.05282,12.2518,10.5584,10.5203,9.58649,9.88077,
12.7606,9.7977,16.1156,10.002,9.25649,11.5005,8.03366,11.252,11.4137,11.0384,10.2303,10.6459,
11.857,10.2261,16.8033,9.27609,10.2431,11.6636,8.72709,10.5314,10.4429,11.278,9.23398,10.5604,
10.9152,9.89018,16.7763,8.27646,9.43013,12.2459,9.72691,10.5123,9.58694,10.7609,9.28794,11.5589,
10.7952,13.8069,10.9253,13.598,15.9088,17.0572,12.9485,12.8327,14.1347,14.2224,11.6361,18.7458,
10.0362,14.4581,11.8772,13.9044,16.4826,16.2382,12.2893,13.5847,14.2784,15.212,11.0562,17.9311,
10.1124,13.461,12.3336,14.7942,16.3092,15.2534,12.2238,12.5868,13.4771,14.6139,10.07,17.7651,
9.13289,13.2597,12.0273,15.7461,15.4902,14.6796,11.2256,12.5263,14.4587,14.4233,9.49009,16.9505,
8.5826,12.4247,12.4837,16.6358,14.5054,14.853,10.5626,11.7776,13.8993,15.2522,9.65607,15.9643,
7.78605,13.0293,13.4356,16.9422,13.6864,14.2792,11.5608,11.8382,12.9177,15.4428,9.07614,15.1497,
7.9218,12.0386,14.3253,16.4857,12.7015,14.4526,10.8121,12.5012,12.0888,14.8834,8.30998,15.7923,
7.31722,11.242,14.6316,15.5337,11.8825,13.8788,10.8727,11.503,13.0703,14.692,8.39731,14.7962,
8.30797,11.3778,14.175,14.644,10.8973,14.0504,11.5357,12.2517,12.5115,15.5214,7.75466,14.03,
7.51168,11.9827,13.2231,14.3378,10.0794,13.475,10.5375,12.192,12.3202,14.5398,8.75084,14.1173,
7.647,10.9919,12.7666,13.4481,9.09422,13.6466,9.87384,11.4439,11.3226,14.6086,7.98468,14.76,
8.44329,10.387,11.8146,13.1418,9.66956,12.8286,10.8721,11.5036,10.5685,13.9517,8.07202,13.7638,
8.58318,9.39681,11.3581,12.2521,10.6547,12.6571,10.124,12.1672,11.5662,13.883,7.42936,12.9976,
9.38226,8.79558,10.4061,11.9458,11.2301,11.8392,10.1837,11.169,10.9093,14.637,8.42554,13.085,
9.52413,7.80569,9.94956,11.0561,11.0586,10.854,9.43564,11.8326,10.8406,13.6394,7.65939,13.7276,
10.3244,7.20606,8.99762,10.7498,10.2406,10.2787,9.49533,10.8344,11.5946,14.2962,7.74672,12.7314,
10.2066,8.19909,9.87248,10.2655,9.25546,10.4502,10.159,11.5825,10.598,14.3783,7.10406,11.9653,
9.42109,8.81796,10.1486,9.30435,8.68012,11.2681,9.16073,11.5232,9.83528,13.7316,8.10024,12.0526,
9.30327,9.811,9.66423,8.42949,8.50859,10.2829,9.1794,12.523,10.8319,13.6495,7.33409,12.6953,
8.6844,9.0255,8.6962,8.17866,9.08394,9.46502,8.45921,11.8292,10.1852,14.4123,7.42141,11.6991,
9.67744,9.14332,9.5517,8.69646,8.91241,8.47984,9.45904,11.8105,10.1032,13.4156,8.18756,11.0564,
8.89508,9.76616,9.7905,9.66753,8.0945,7.9045,8.76526,12.5307,10.8659,14.0623,9.18374,11.1438,
8.78229,10.7598,9.2727,10.523,7.11822,8.12103,8.74659,11.5309,9.86971,14.1496,8.41858,11.7876,
8.15945,9.97743,8.30163,10.7618,6.58033,8.96404,9.46678,12.2247,9.10357,13.507,8.50437,10.7913,
9.15307,10.0902,7.78384,11.6173,6.79607,9.94049,8.46696,12.2438,10.0997,13.4197,9.26954,10.1475,
8.37138,10.7139,8.02263,12.5884,7.63908,10.4784,7.74643,11.5504,9.45708,14.1858,10.2659,10.2333,
8.48312,9.72015,8.87814,13.1062,6.66265,10.6942,8.74625,11.5313,9.36977,13.1896,9.50069,10.8771,
9.26482,9.09649,9.84921,12.8674,6.11592,11.5315,8.05282,12.2518,8.3706,13.1488,9.58649,9.88077,
9.37853,8.10297,10.367,12.0119,6.3214,12.5102,8.03366,11.252,7.69294,12.4134,10.2303,10.6459,
10.1615,7.48086,10.1282,11.0408,7.15871,13.0569,8.72709,10.5314,8.6921,12.4542,9.23398,10.5604,
11.155,7.5946,9.30304,10.4759,8.13737,12.8514,9.72691,10.5123,7.95673,13.1319,9.28794,11.5589,
10.7952,13.8069,10.9253,13.598,15.9088,17.0572,12.9485,12.8327,14.1347,14.2224,11.6361,18.7458,
11.4463,14.5659,11.8772,13.9044,16.4826,16.2382,12.2893,13.5847,14.2784,15.212,11.0562,17.9311,
12.4434,14.6427,12.3336,14.7942,16.3092,15.2534,12.2238,12.5868,13.4771,14.6139,10.07,17.7651,
13.2176,14.0097,13.2842,15.1046,15.4902,14.6796,11.2256,12.5263,14.4587,14.4233,9.49009,16.9505,
14.2126,14.1095,14.1759,14.652,14.5054,14.853,10.5626,11.7776,13.8993,15.2522,9.65607,15.9643,
14.8455,14.8837,14.4864,13.7014,13.6864,14.2792,11.5608,11.8382,13.7088,14.2705,9.07614,15.1497,
15.8405,14.9836,14.939,14.5931,14.6688,14.0927,10.8121,12.5012,12.8799,13.7111,8.30998,15.7923,
16.6147,14.3506,15.8896,14.9035,14.106,14.9192,10.8727,11.503,13.861,13.518,8.39731,14.7962,
16.7146,13.3556,16.7813,14.4509,14.2925,15.9017,11.5357,12.2517,13.3038,14.3483,7.75466,14.03,
16.0816,12.5814,17.0917,13.5003,15.1191,16.4645,10.5375,12.192,13.1107,13.3672,8.75084,14.1173,
15.0866,12.4816,16.6391,12.6086,16.1016,16.278,9.87384,11.4439,12.2803,12.81,7.98468,14.76,
14.4532,11.7078,15.6885,12.2981,15.5387,17.1046,10.8721,11.5036,13.2614,12.6167,8.07202,13.7638,
13.4581,11.6085,16.5367,11.7685,15.7252,18.087,10.124,12.1672,12.7043,13.4471,7.42936,12.9976,
12.6843,12.2419,16.762,10.7942,14.8987,17.5242,10.1837,11.169,12.511,12.466,8.42554,13.085,
11.6892,12.1426,16.2323,9.94603,14.7122,16.5418,9.43564,11.8326,11.6806,11.9089,7.65939,13.7276,
11.0558,11.3688,15.258,9.72082,13.8856,15.9789,9.49533,10.8344,12.6617,11.7155,7.74672,12.7314,
10.0607,11.2696,15.1479,10.7147,14.8633,15.769,10.159,11.5825,12.1047,12.546,7.10406,11.9653,
9.28694,11.903,14.5228,9.93418,14.3204,16.6088,9.16073,11.5232,11.9113,11.5649,8.10024,12.0526,
9.18766,12.898,13.5289,9.82424,14.5304,17.5865,9.1794,12.523,11.0808,11.0079,7.33409,12.6953,
8.55425,12.1242,12.7928,10.5012,13.6906,17.0436,8.45921,11.8292,12.0619,10.8143,7.42141,11.6991,
7.55921,12.0247,11.7937,10.4594,13.4806,16.0659,9.45904,11.8105,11.505,11.6449,8.18756,11.0564,
6.78527,12.658,11.0577,11.1363,12.5658,15.662,8.76526,12.5307,11.3114,10.6638,9.18374,11.1438,
6.88474,11.663,10.0585,11.0945,12.2046,14.7295,8.74659,11.5309,12.1437,11.2182,8.41858,11.7876,
7.65868,11.0297,9.32252,11.7715,11.7894,15.6392,9.46678,12.2247,11.1638,11.4176,8.50437,10.7913,
8.65372,11.1292,8.32339,11.7297,11.4397,14.7023,8.46696,12.2438,10.3299,10.8657,9.26954,10.1475,
9.28698,11.9031,8.30987,12.7296,11.0668,15.6302,7.74643,11.5504,11.3098,10.6662,10.2659,10.2333,
9.18751,12.8982,9.00735,13.4462,10.6744,14.7105,8.74625,11.5313,10.758,11.5002,9.50069,10.8771,
8.55425,12.1242,10.0073,13.4597,10.1581,15.5669,8.05282,12.2518,10.5584,10.5203,9.58649,9.88077,
8.65372,11.1292,10.7239,12.7623,9.91758,14.5962,8.03366,11.252,11.4137,11.0384,10.2303,10.6459,
9.42766,10.4959,11.7238,12.7758,10.774,15.1125,8.72709,10.5314,10.4429,11.278,9.23398,10.5604,
10.4227,10.5954,12.4404,12.0783,9.80336,15.353,9.72691,10.5123,9.58694,10.7609,9.28794,11.5589,
10.7952,13.8069,10.9253,13.598,15.9088,17.0572,12.9485,12.8327,14.1347,14.2224,11.6361,18.7458,
10.0362,14.4581,11.8772,13.9044,16.4826,16.2382,12.2893,13.5847,14.2784,15.212,11.0562,17.9311,
10.1124,13.461,12.3336,14.7942,16.3092,15.2534,12.2238,12.5868,13.4771,14.6139,10.07,17.7651,
9.13289,13.2597,12.0273,15.7461,15.4902,14.6796,11.2256,12.5263,14.4587,14.4233,9.49009,16.9505,
8.29791,13.81,12.4837,16.6358,14.5054,14.853,10.5626,11.7776,13.8993,15.2522,9.65607,15.9643,
8.49922,12.8305,13.4356,16.9422,13.6864,14.2792,11.5608,11.8382,13.7088,14.2705,9.07614,15.1497,
7.94893,11.9955,14.3253,16.4857,13.123,13.453,10.8121,12.5012,12.8799,13.7111,8.30998,15.7923,
8.92846,12.1968,14.6316,15.5338,12.1404,13.2672,10.8727,11.503,13.861,13.518,8.39731,14.7962,
8.09396,12.7478,14.1751,14.644,11.577,12.441,11.5357,12.2517,13.3038,14.3483,7.75466,14.03,
8.29442,11.7681,13.2232,14.3377,10.5944,12.2551,10.5375,12.192,13.1107,13.3672,8.75084,14.1173,
9.12892,11.2171,12.7667,13.448,10.0311,11.4289,9.87384,11.4439,12.2803,12.81,7.98468,14.76,
10.1086,11.4176,11.8148,13.1417,9.04853,11.243,10.8721,11.5036,13.2614,12.6167,8.07202,13.7638,
9.27609,11.9715,11.3582,12.252,8.2223,11.8063,10.124,12.1672,12.7043,13.4471,7.42936,12.9976,
9.47306,10.9911,10.4063,11.9457,8.0364,12.7889,10.1837,11.169,12.511,12.466,8.42554,13.085,
10.0271,11.8236,11.2893,11.4763,7.47307,11.9627,9.43564,11.8326,11.6806,11.9089,7.65939,13.7276,
9.04667,11.6267,11.5818,10.52,6.4905,11.7768,9.49533,10.8344,12.6617,11.7155,7.74672,12.7314,
9.9785,11.9896,11.1124,9.63699,5.66427,12.3401,10.159,11.5825,12.1047,12.546,7.10406,11.9653,
9.06344,12.3929,10.1561,9.34454,5.85016,11.3575,9.16073,11.5232,11.9113,11.5649,8.10024,12.0526,
9.4253,11.4607,11.0047,8.81557,5.28762,10.5308,9.1794,12.523,11.0808,11.0079,7.33409,12.6953,
10.3404,11.0574,11.2308,7.84145,4.30522,10.3439,8.45921,11.8292,12.0619,10.8143,7.42141,11.6991,
10.7022,10.1252,10.7018,6.99281,5.13199,9.78137,9.45904,11.8105,11.505,11.6449,8.18756,11.0564,
11.1055,11.0402,9.72768,6.76677,6.11438,9.9682,8.76526,12.5307,11.3114,10.6638,9.18374,11.1438,
10.1733,10.6783,8.87903,7.29574,6.67693,10.795,8.74659,11.5309,12.1437,11.2182,8.41858,11.7876,
11.0852,10.2678,8.65299,8.26986,7.65932,10.9818,9.46678,12.2247,11.1638,11.4176,8.50437,10.7913,
11.4397,9.33277,9.18196,9.1185,6.83267,11.5445,8.46696,12.2438,10.3299,10.8657,9.26954,10.1475,
11.8502,10.2446,8.20785,8.89246,6.64604,12.5269,7.74643,11.5504,11.3098,10.6662,10.2659,10.2333,
10.9151,9.89012,7.3592,9.42143,6.08333,11.7003,8.74625,11.5313,10.758,11.5002,9.50069,10.8771,
11.8187,9.46174,7.13316,10.3955,5.1009,11.5137,8.05282,12.2518,10.5584,10.5203,9.58649,9.88077,
12.7606,9.7977,7.66142,11.2446,5.92754,10.951,8.03366,11.252,11.4137,11.0384,10.2303,10.6459,
11.857,10.2261,8.63534,11.4715,6.90997,11.1376,8.72709,10.5314,10.4429,11.278,9.23398,10.5604,
10.9152,9.89018,9.48443,10.9432,6.08339,11.7004,9.72691,10.5123,9.58694,10.7609,9.28794,11.5589,
10.7952,13.8069,10.9253,13.598,15.9088,17.0572,12.9485,12.8327,14.1347,14.2224,11.6361,18.7458,
10.0362,14.4581,11.8772,13.9044,16.4826,16.2382,12.2893,13.5847,14.2784,15.212,11.0562,17.9311,
10.1124,13.461,12.3336,14.7942,16.3092,15.2534,12.2238,12.5868,13.4771,14.6139,10.07,17.7651,
