0,0,5.0295,0,0,0,0,0,0,8.00314,0,8.68507,0,0,0,0,0,0,0,0,5.24075,0,0,0,0,6.24514,0,10,0,0,0,0,0,0,0,0,0,0,0,0,
10,0,0,0,0,0,9.75222,0,0,0,0,0,0,7.09945,0,0,0,0,0,0,0,0,0,7.06462,0,0,0,0,0,0,4.49332,0,6.49314,0,0,0,0,0,0,8.74782,
0,0,0,0,0,0,3.84685,0,0,0,0,0,0,0,8.13702,0,3.37484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,3.07533,0,5.78293,0,0,0,0,0,0,0,10,0,0,0,0,0,8.65904,0,0,0,0,0,0,0,5.93406,10,0,0,0,0,0,7.91365,0,6.15945,9.85505,
0,0,0,0,0,10,4.47128,0,0,0,0,10,0,0,0,0,0,7.52571,5.83906,0,7.90425,7.62503,0,5.98132,0,0,0,0,0,4.31662,0,0,0,0,0,0,0,0,0,8.49885,
3.74051,10,3.69056,10,0,0,7.62503,0,0,0,0,0,0,0,0,0,0,0,7.60295,10,5.94215,0,0,9.06774,0,0,4.02453,0,6.32547,0,0,0,0,0,0,0,0,0,5.25264,0,
0,0,0,6.41028,10,6.01265,10,0,0,4.10738,0,0,6.32315,0,7.34101,0,10,10,4.83243,8.20047,0,9.12933,0,0,0,5.83353,0,4.01316,6.52984,0,0,0,6.06008,9.11501,0,0,0,0,7.49053,0,
0,5.31315,0,4.92149,7.27889,4.42794,5.56512,7.14243,0,3.29493,0,0,0,9.30851,10,0,0,10,0,10,8.87075,0,7.75437,4.30468,0,10,0,0,10,0,0,0,5.75577,7.26162,5.00589,4.25762,5.85613,5.3379,0,7.27138,
10,0,0,10,0,0,10,10,0,0,10,10,0,8.42861,0,10,8.69386,0,10,0,7.2355,0,0,0,10,10,0,9.41004,8.03417,0,0,3.63449,10,0,0,0,7.86371,10,0,10,
4.13248,10,10,5.71608,10,10,7.31229,0,5.53394,7.48572,0,4.69021,5.64833,0,0,10,10,0,0,9.31802,0,0,0,10,0,10,5.84305,0,0,10,9.38706,0,0,0,8.95566,10,0,10,10,10,
4.83126,10,10,4.22934,0,0,0,10,0,0,0,3.51125,7.46529,8.97889,0,0,0,10,10,0,10,7.58339,0,0,7.15814,5.02627,9.16396,0,5.25611,0,0,7.42164,0,8.8032,10,4.75644,0,0,0,0,
0,10,0,4.9324,8.25977,6.76731,0,6.14773,10,6.66715,10,10,0,0,0,10,5.65532,4.66536,0,0,4.40882,10,6.92507,0,8.18357,0,8.56067,6.49773,10,0,0,6.38893,10,5.22799,0,0,5.64608,8.41954,0,0,
10,10,0,10,10,0,10,7.77734,10,4.78614,5.65808,10,9.44235,10,6.04878,0,6.84873,6.4398,0,10,10,0,5.94251,0,10,0,10,9.35403,10,10,10,7.85126,10,10,8.02345,10,0,10,7.18274,10,
0,8.01814,9.7108,0,0,8.51237,10,0,10,10,5.7865,10,0,0,8.01814,0,9.77815,10,0,10,4.14077,0,0,10,10,10,10,8.05061,10,8.96553,0,4.65586,0,10,0,10,0,8.67935,10,10,
