15.0399,11.571,18.8278,16.5525,15.5641,15.6973,13.0633,11.3913,12.8869,13.3618,17.1202,12.724,16.5852,17.2254,14.3728,15.679,14.9672,14.9389,
14.464,12.3885,17.8316,16.4654,16.3969,16.2509,12.1187,11.0628,12.6054,14.3214,17.9833,13.2291,17.4259,17.767,15.3444,15.9158,15.0153,15.9378,
13.4789,12.5606,16.9611,16.9576,16.5944,17.2312,12.5543,11.9629,11.7279,14.8009,17.0385,13.5567,16.4484,17.9782,14.5109,16.4685,14.3251,16.6614,
12.4941,12.3871,15.9618,16.9933,16.0408,18.064,13.0432,11.0905,10.7682,14.52,16.1173,13.1677,15.4868,17.7038,13.5306,16.2713,13.3322,16.7802,
13.0678,13.2062,14.9849,17.2071,15.0605,18.2614,12.0837,11.3725,11.2482,15.3973,16.4936,14.0942,14.6,18.1658,12.6566,16.7573,12.3322,16.7813,
12.8943,14.191,14.0125,16.9739,14.2277,17.7079,11.2057,10.8939,10.9673,16.357,16.1045,15.0154,13.6121,18.321,11.6946,16.4843,11.3872,17.1082,
12.0752,14.7647,13.1342,17.4521,14.4251,18.6882,11.4881,11.8532,11.8446,15.877,15.178,15.3916,12.615,18.2453,10.8001,16.9315,10.3886,17.056,
11.0903,14.5919,12.1504,17.6318,13.8715,19.521,11.0095,12.7312,12.8043,16.1579,14.2161,15.1181,11.7222,18.6957,9.85077,16.6174,9.47393,17.4603,
10.2051,15.0572,11.152,17.5765,12.8912,19.7184,10.0509,13.0161,12.3243,15.2806,14.7029,15.9917,10.7706,19.0031,10.2999,17.5108,8.49392,17.6593,
9.24986,14.7615,10.242,17.9912,12.0584,19.1648,9.17113,12.5408,12.0434,16.2404,14.4294,16.9536,9.77249,19.0652,9.98562,18.4601,7.50032,17.7723,
9.71621,15.6461,9.2655,18.2066,11.0781,19.3623,9.45714,13.499,11.4917,15.4063,13.696,16.2737,8.79744,19.2872,10.8792,18.0111,6.52197,17.9793,
9.42044,16.6013,8.2686,18.2853,10.2453,18.8087,10.3226,14,11.2921,16.3862,13.7339,17.273,7.80551,19.4139,11.8285,18.3254,5.54545,18.1947,
10.305,16.135,7.29414,18.5099,9.265,19.0061,10.5804,14.9662,10.6345,15.6328,12.939,17.8797,6.82426,19.6067,11.3795,17.4319,6.38828,18.7329,
11.2603,16.4308,6.31231,18.6996,8.70981,19.8379,10.0794,15.8317,10.5667,16.6305,11.9462,17.7596,7.65435,20.1643,11.0651,18.3812,6.6037,19.7094,
11.7266,17.3154,7.14068,19.2598,7.72911,20.0334,9.13304,16.1547,9.71774,16.1021,11.0663,18.2347,7.84699,21.1456,10.557,17.5199,7.14188,18.8666,
11.4309,18.2706,7.33032,20.2417,7.13369,20.8368,8.1341,16.2007,9.94444,17.0761,10.1069,17.9527,7.06876,21.7736,10.3073,18.4883,8.11841,18.6511,
10.8782,17.4373,6.45238,20.7205,6.14457,20.9839,7.17128,16.4708,9.14441,17.676,10.5859,18.8305,8.0631,21.8798,11.1686,17.9801,7.27558,18.113,
10.6797,18.4174,7.41172,21.0027,5.34115,20.3885,6.18515,16.6368,8.15237,17.5501,10.2875,19.785,8.69107,22.6581,12.1369,18.2299,7.49099,19.0895,
9.9731,17.7097,7.8905,21.8806,5.19407,19.3993,6.9997,17.2169,8.76479,18.3406,11.1734,19.321,8.58499,23.6524,11.6288,17.3686,6.59217,19.5278,
