0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57426,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.33903,7.84953,9.68202,0,6.95044,2.06812,11.7875,3.90008,0,0,0,1.84362,1.93176,6.99954,4.705,6.67062,0,8.398,0,2.37513,0,6.65729,4.25539,0,7.36355,0,7.48477,7.35123,0,5.69041,9.68202,8.22762,0,1.99964,4.01944,5.87063,2.59242,7.216,6.23036,0,
3.02094,3.19601,0,0,0,0,0,0,2.97186,0,0,4.45335,0,0,0,3.0933,0,0,0,3.55182,0,0,0,0,7.47289,2.98717,0,2.499,0,0,0,0,0,0,0,2.35568,5.54865,4.97731,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92073,0,0,4.46888,0,1.72984,0,0,0,0,3.6226,
9.39203,4.21811,0,9.39203,9.39203,9.39203,0,0,8.85677,7.11835,0,7.09907,0,9.39203,5.97706,8.62619,0,9.39203,8.40028,0,6.0187,0,9.26938,9.39203,4.65716,9.39203,9.39203,0,0,8.0217,0,9.39203,9.16888,0,9.39203,0,7.06159,9.39203,9.39203,9.39203,
0,0,0,0,0,0,0,0,0,0,0,0,0,1.07885,0,0,0,0,1.42416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77671,0,0,0,0,1.66362,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71211,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,8.24269,0,5.76112,0,0,6.75349,0,0,0,0,0,0,6.44719,0,0,0,0,0,0,0,0,0,0,0,0,1.83187,0,0,4.98416,7.54714,0,0,0,5.89851,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.83591,0,0,3.83525,6.14891,0,5.37417,0,0,1.96188,8.59073,2.64804,0,0,4.50525,2.55873,4.08898,3.85767,0,8.48133,0,3.3221,0,0,0,6.8623,0,0,2.66237,5.9143,0,2.69503,0,0,2.42879,0,2.43064,2.3225,0,3.07008,
3.44139,0,0,0,0,0,0,0,0,3.21149,0,0,0,0,0,0,0,0,0,0,0,0,3.80735,0,0,0,0,0,0,0,0,0,0,0,0,2.03794,0,0,0,0,
0,0,0,0,3.18586,3.99118,0,0,4.85371,8.03397,6.13633,0,7.61831,4.26097,0,0,0,0,0,0,4.12062,0,0,3.17356,0,0,3.02125,0,0,6.33583,0,0,4.96378,2.86776,4.49043,8.00345,0,4.8353,0,0,
